,Source,Target,Type,Weight,book,group
2083,Jan,Fringilla,Undirected,1,7,2
2084,Jan,Geralt,Undirected,2,7,1
2085,Geralt,King,Undirected,2,7,1
2086,Roach,Two,Undirected,2,7,2
2087,Cahir,Baron,Undirected,1,7,2
2088,Baron,Dandelion,Undirected,2,7,1
2089,Milva,Dandelion,Undirected,1,7,1
2090,Cahir,Geralt,Undirected,10,7,1
2091,Beau,Fringilla,Undirected,1,7,2
2092,Fringilla,Philippa,Undirected,9,7,1
2093,Fringilla,Yennefer,Undirected,3,7,1
2094,Philippa,Fringilla,Undirected,6,7,1
2095,Philippa,Yennefer,Undirected,1,7,1
2096,Keira,Philippa,Undirected,2,7,1
2097,Keira,Fringilla,Undirected,3,7,2
2098,Philippa,Margarita,Undirected,3,7,1
2099,Philippa,Sabrina,Undirected,4,7,1
2100,Fringilla,Margarita,Undirected,1,7,2
2101,Fringilla,Sabrina,Undirected,3,7,2
2102,Margarita,Sabrina,Undirected,1,7,2
2103,Sabrina,Ida,Undirected,1,7,2
2104,Ida,Assire,Undirected,2,7,2
2105,Fringilla,Ciri,Undirected,2,7,1
2106,Fringilla,Triss,Undirected,3,7,2
2107,Ciri,Triss,Undirected,12,7,1
2108,Ciri,Philippa,Undirected,3,7,1
2109,Triss,Philippa,Undirected,4,7,1
2110,Fringilla,Little,Undirected,1,7,2
2111,Dandelion,Little,Undirected,1,7,1
2112,Little,Fringilla,Undirected,1,7,2
2113,Baron,Cahir,Undirected,1,7,2
2114,Fringilla,Cahir,Undirected,2,7,2
2115,Cahir,Fringilla,Undirected,5,7,2
2116,Cahir,Ciri,Undirected,5,7,1
2117,Vilgefortz,Vattier,Undirected,1,7,2
2118,Vilgefortz,Joachim,Undirected,1,7,2
2119,Ardal,Emhyr,Undirected,1,7,2
2120,Stefan,Joachim,Undirected,1,7,2
2121,Morvran,Count,Undirected,1,7,2
2122,Emhyr,Ardal,Undirected,2,7,2
2123,Ardal,Joachim,Undirected,2,7,2
2124,Ardal,Stefan,Undirected,1,7,2
2125,Ardal,Vilgefortz,Undirected,1,7,2
2126,Joachim,Stefan,Undirected,1,7,2
2127,Joachim,Vilgefortz,Undirected,2,7,2
2128,Joachim,Emhyr,Undirected,4,7,2
2129,Stefan,Emhyr,Undirected,3,7,2
2130,Emhyr,Joachim,Undirected,3,7,2
2131,Yennefer,Emhyr,Undirected,2,7,1
2132,Yennefer,Ardal,Undirected,1,7,1
2133,Yennefer,Joachim,Undirected,1,7,1
2134,Ardal,Count,Undirected,1,7,2
2135,Joachim,Count,Undirected,1,7,2
2136,Count,Vilgefortz,Undirected,1,7,2
2137,Vilgefortz,Stefan,Undirected,1,7,2
2138,Fringilla,Vilgefortz,Undirected,6,7,2
2139,Vilgefortz,Fringilla,Undirected,4,7,2
2140,Vilgefortz,Geralt,Undirected,14,7,1
2141,Vilgefortz,Philippa,Undirected,2,7,1
2142,Fringilla,Keira,Undirected,1,7,2
2143,Philippa,Vilgefortz,Undirected,3,7,1
2144,Philippa,Keira,Undirected,1,7,1
2145,Vilgefortz,Keira,Undirected,1,7,2
2146,Vilgefortz,Sabrina,Undirected,1,7,2
2147,Keira,Sabrina,Undirected,2,7,2
2148,Sabrina,Fringilla,Undirected,3,7,2
2149,Fringilla,Assire,Undirected,4,7,2
2150,Guy,Geralt,Undirected,1,7,1
2151,Guy,Reynart,Undirected,1,7,2
2152,Fringilla,Beau,Undirected,1,7,2
2153,Philippa,Francesca,Undirected,3,7,1
2154,Philippa,Ida,Undirected,1,7,1
2155,Sabrina,Philippa,Undirected,4,7,1
2156,Sabrina,Vilgefortz,Undirected,1,7,2
2157,Philippa,Triss,Undirected,2,7,1
2158,Margarita,Fringilla,Undirected,1,7,2
2159,Margarita,Triss,Undirected,1,7,2
2160,Fringilla,Francesca,Undirected,1,7,2
2161,Triss,Francesca,Undirected,1,7,2
2162,Triss,Assire,Undirected,1,7,2
2163,Francesca,Assire,Undirected,2,7,2
2164,Francesca,Philippa,Undirected,3,7,1
2165,Assire,Philippa,Undirected,4,7,1
2166,Assire,Fringilla,Undirected,1,7,2
2167,Assire,Sabrina,Undirected,2,7,2
2168,Ciri,Kelpie,Undirected,25,7,1
2169,Kelpie,Ciri,Undirected,36,7,1
2170,Kelpie,Vesemir,Undirected,1,7,1
2171,Vesemir,Ciri,Undirected,1,7,1
2172,Eredin,Ciri,Undirected,16,7,1
2173,Ciri,Eredin,Undirected,13,7,1
2174,Ciri,Aen,Undirected,9,7,1
2175,Aen,Eredin,Undirected,2,7,2
2176,Ciri,Auberon,Undirected,9,7,1
2177,Auberon,Aen,Undirected,3,7,2
2178,Auberon,King,Undirected,3,7,2
2179,Aen,Auberon,Undirected,1,7,2
2180,Aen,King,Undirected,1,7,2
2181,Auberon,Eredin,Undirected,3,7,2
2182,Eredin,Auberon,Undirected,2,7,2
2183,Auberon,Ciri,Undirected,6,7,1
2184,Ciri,Gar,Undirected,1,7,1
2185,Eredin,Gar,Undirected,1,7,2
2186,Gar,Ciri,Undirected,1,7,1
2187,Gar,Eredin,Undirected,1,7,2
2188,Aen,Ciri,Undirected,7,7,1
2189,Auberon,Geralt,Undirected,2,7,1
2190,Ciri,King,Undirected,4,7,1
2191,Vysogota,Ciri,Undirected,2,7,1
2192,Vysogota,Yennefer,Undirected,1,7,1
2193,Ciri,Vysogota,Undirected,2,7,1
2194,Vysogota,Geralt,Undirected,2,7,1
2195,Kelpie,Aen,Undirected,1,7,2
2196,Kelpie,Eredin,Undirected,1,7,2
2197,Eredin,Kelpie,Undirected,3,7,2
2198,Ciri,Anna,Undirected,1,7,1
2199,Anna,Eredin,Undirected,1,7,2
2200,King,Kayleigh,Undirected,1,7,2
2201,Kayleigh,King,Undirected,1,7,2
2202,Kayleigh,Ciri,Undirected,1,7,1
2203,Eredin,Vysogota,Undirected,1,7,2
2204,Ciri,Little,Undirected,2,7,1
2205,Ciri,Ihuarraquax,Undirected,3,7,1
2206,Little,Ihuarraquax,Undirected,1,7,2
2207,Little,Ciri,Undirected,3,7,1
2208,Ihuarraquax,Ciri,Undirected,2,7,1
2209,Ihuarraquax,Little,Undirected,1,7,2
2210,Gar,Little,Undirected,1,7,2
2211,Kelpie,Little,Undirected,2,7,2
2212,Ihuarraquax,Kelpie,Undirected,1,7,2
2213,Kelpie,Seven,Undirected,1,7,2
2214,Little,Seven,Undirected,1,7,2
2215,Seven,Little,Undirected,1,7,2
2216,Seven,Ciri,Undirected,1,7,1
2217,King,Menno,Undirected,1,7,2
2218,Jarre,Milton,Undirected,2,7,2
2219,Milton,Jarre,Undirected,2,7,2
2220,Jarre,Jan,Undirected,1,7,2
2221,Jan,Jarre,Undirected,1,7,2
2222,Jarre,Sir,Undirected,1,7,2
2223,Sir,Jarre,Undirected,1,7,2
2224,Jarre,Two,Undirected,3,7,2
2225,Two,Jarre,Undirected,2,7,2
2226,Jarre,Geralt,Undirected,1,7,1
2227,Jarre,Nenneke,Undirected,3,7,2
2228,Jarre,Ciri,Undirected,4,7,1
2229,Geralt,Nenneke,Undirected,1,7,1
2230,Geralt,Triss,Undirected,1,7,1
2231,Nenneke,Ciri,Undirected,1,7,1
2232,Nenneke,Triss,Undirected,6,7,2
2233,Jarre,King,Undirected,1,7,2
2234,Adam,Julia,Undirected,5,7,2
2235,Jarre,Dennis,Undirected,4,7,2
2236,Dennis,Jarre,Undirected,5,7,2
2237,Dennis,Nenneke,Undirected,3,7,2
2238,Nenneke,Dennis,Undirected,1,7,2
2239,Nenneke,Jarre,Undirected,3,7,2
2240,Sheldon,Jarre,Undirected,1,7,2
2241,Jarre,Sheldon,Undirected,1,7,2
2242,Sheldon,Zoltan,Undirected,1,7,2
2243,Sheldon,Menno,Undirected,1,7,2
2244,Zoltan,Menno,Undirected,1,7,2
2245,Zoltan,Jarre,Undirected,3,7,2
2246,Menno,Jarre,Undirected,1,7,2
2247,Zoltan,Dennis,Undirected,2,7,2
2248,Zoltan,Vissegerd,Undirected,1,7,2
2249,Zoltan,Julia,Undirected,1,7,2
2250,Dennis,Vissegerd,Undirected,1,7,2
2251,Dennis,Julia,Undirected,1,7,2
2252,Vissegerd,Julia,Undirected,1,7,2
2253,Vissegerd,Dennis,Undirected,1,7,2
2254,Julia,Dennis,Undirected,1,7,2
2255,Julia,Yarpen,Undirected,1,7,2
2256,Dennis,Yarpen,Undirected,1,7,2
2257,Dennis,Emhyr,Undirected,1,7,2
2258,Yarpen,Emhyr,Undirected,1,7,2
2259,Emhyr,Zoltan,Undirected,1,7,2
2260,Dennis,Zoltan,Undirected,1,7,2
2261,Jarre,Zoltan,Undirected,1,7,2
2262,Dennis,Ciri,Undirected,1,7,1
2263,Ciri,Nenneke,Undirected,1,7,1
2264,Kelpie,Ihuarraquax,Undirected,1,7,2
2265,Kelpie,Two,Undirected,1,7,2
2266,Two,Kelpie,Undirected,1,7,2
2267,Two,Ciri,Undirected,3,7,1
2268,King,Nimue,Undirected,1,7,2
2269,Fabio,Yennefer,Undirected,1,7,1
2270,Ciri,Geralt,Undirected,28,7,1
2271,Geralt,Kelpie,Undirected,3,7,1
2272,King,Geralt,Undirected,3,7,1
2273,Nimue,Ithlinne,Undirected,1,7,2
2274,Ithlinne,Nimue,Undirected,2,7,2
2275,Nimue,Jan,Undirected,1,7,2
2276,Ciri,Jarre,Undirected,3,7,1
2277,Jarre,Anna,Undirected,1,7,2
2278,Puttkammer,Baron,Undirected,1,7,2
2279,Puttkammer,Field,Undirected,1,7,2
2280,Field,Puttkammer,Undirected,1,7,2
2281,Puttkammer,Seven,Undirected,1,7,2
2282,Julia,Adam,Undirected,1,7,2
2283,Bronibor,Adam,Undirected,1,7,2
2284,Bronibor,Barclay,Undirected,1,7,2
2285,Adam,Barclay,Undirected,1,7,2
2286,Jarre,Field,Undirected,2,7,2
2287,Jarre,Menno,Undirected,1,7,2
2288,Field,Menno,Undirected,3,7,2
2289,Menno,Field,Undirected,2,7,2
2290,Field,Ramon,Undirected,1,7,2
2291,Iola,Marti,Undirected,3,7,2
2292,Marti,Iola,Undirected,6,7,2
2293,King,Sword,Undirected,1,7,2
2294,King,Assire,Undirected,1,7,2
2295,King,Philippa,Undirected,3,7,1
2296,Iola,Shani,Undirected,3,7,1
2297,Shani,Marti,Undirected,1,7,1
2298,Adam,Jarre,Undirected,1,7,2
2299,Aubry,Julia,Undirected,1,7,2
2300,Barclay,Aubry,Undirected,3,7,2
2301,Aubry,Foltest,Undirected,2,7,1
2302,Foltest,Aubry,Undirected,1,7,1
2303,Aubry,Barclay,Undirected,2,7,2
2304,Two,Barclay,Undirected,1,7,2
2305,Julia,Aubry,Undirected,1,7,2
2306,Julia,Marti,Undirected,1,7,2
2307,Marti,Shani,Undirected,3,7,1
2308,Shani,Iola,Undirected,4,7,1
2309,Menno,Isengrim,Undirected,2,7,2
2310,Isengrim,Menno,Undirected,1,7,2
2311,Menno,Iola,Undirected,1,7,2
2312,Triss,Nenneke,Undirected,7,7,2
2313,Jarre,Triss,Undirected,1,7,2
2314,Count,Gar,Undirected,1,7,2
2315,Marti,Daniel,Undirected,1,7,2
2316,Marti,Count,Undirected,1,7,2
2317,Daniel,Count,Undirected,1,7,2
2318,Count,Shani,Undirected,1,7,1
2319,Adam,Foltest,Undirected,1,7,1
2320,Adam,Bronibor,Undirected,1,7,2
2321,Julia,Foltest,Undirected,1,7,1
2322,Julia,Bronibor,Undirected,1,7,2
2323,Foltest,Bronibor,Undirected,1,7,1
2324,Iola,Yaevinn,Undirected,1,7,2
2325,Kobus,Count,Undirected,1,7,2
2326,Puttkammer,Menno,Undirected,1,7,2
2327,Menno,Puttkammer,Undirected,1,7,2
2328,Sir,Seven,Undirected,1,7,2
2329,Elan,Seven,Undirected,1,7,2
2330,Jarre,Bronibor,Undirected,4,7,2
2331,Bronibor,Jarre,Undirected,2,7,2
2332,Bronibor,Seven,Undirected,1,7,2
2333,Field,Bronibor,Undirected,1,7,2
2334,Menno,Sievers,Undirected,1,7,2
2335,Sievers,Seven,Undirected,1,7,2
2336,Sievers,Field,Undirected,1,7,2
2337,Zoltan,Munro,Undirected,1,7,2
2338,Zoltan,Guy,Undirected,1,7,2
2339,Munro,Guy,Undirected,1,7,2
2340,Munro,Field,Undirected,1,7,2
2341,Guy,Field,Undirected,1,7,2
2342,Jarre,Iola,Undirected,1,7,2
2343,Iola,Bronibor,Undirected,1,7,2
2344,Iola,Jarre,Undirected,1,7,2
2345,King,Meve,Undirected,2,7,2
2346,King,Ardal,Undirected,1,7,2
2347,Meve,Ardal,Undirected,1,7,2
2348,Ciri,Marti,Undirected,1,7,1
2349,Milo,Marti,Undirected,1,7,2
2350,Ciri,Stefan,Undirected,1,7,1
2351,Vilgefortz,Aen,Undirected,2,7,2
2352,Milva,Maria,Undirected,2,7,2
2353,Geralt,Maria,Undirected,1,7,1
2354,Ciri,Emiel,Undirected,2,7,1
2355,Geralt,Emiel,Undirected,2,7,1
2356,Emiel,Ciri,Undirected,1,7,1
2357,Yennefer,Emiel,Undirected,1,7,1
2358,Vilgefortz,Emiel,Undirected,1,7,2
2359,Geralt,Vilgefortz,Undirected,22,7,1
2360,Count,Stefan,Undirected,1,7,2
2361,Leo,Vilgefortz,Undirected,1,7,2
2362,Ciri,Cahir,Undirected,6,7,1
2363,Cahir,Two,Undirected,1,7,2
2364,Cahir,Aillil,Undirected,1,7,2
2365,Fringilla,Count,Undirected,1,7,2
2366,Count,Ciri,Undirected,2,7,1
2367,Ciri,Leo,Undirected,1,7,1
2368,Leo,Yennefer,Undirected,1,7,1
2369,Leo,Ciri,Undirected,1,7,1
2370,Geralt,Emhyr,Undirected,2,7,1
2371,Geralt,Pavetta,Undirected,2,7,1
2372,Emhyr,Vilgefortz,Undirected,2,7,2
2373,Emhyr,Pavetta,Undirected,2,7,2
2374,Vilgefortz,Pavetta,Undirected,1,7,2
2375,Pavetta,Emhyr,Undirected,2,7,2
2376,Emhyr,Duke,Undirected,1,7,2
2377,Duke,Emhyr,Undirected,1,7,2
2378,Emhyr,Xarthisius,Undirected,1,7,2
2379,Xarthisius,Vilgefortz,Undirected,1,7,2
2380,Vilgefortz,Braathens,Undirected,1,7,2
2381,Pavetta,Vilgefortz,Undirected,1,7,2
2382,Pavetta,Ciri,Undirected,1,7,1
2383,Emhyr,Calanthe,Undirected,1,7,2
2384,Geralt,Calanthe,Undirected,1,7,1
2385,Calanthe,Vilgefortz,Undirected,1,7,2
2386,Calanthe,Ciri,Undirected,1,7,1
2387,Emhyr,Ciri,Undirected,3,7,1
2388,Francesca,Geralt,Undirected,1,7,1
2389,Francesca,Fringilla,Undirected,1,7,2
2390,Pavetta,Calanthe,Undirected,1,7,2
2391,Pavetta,Cyrus,Undirected,1,7,2
2392,Calanthe,Cyrus,Undirected,1,7,2
2393,Cyrus,Calanthe,Undirected,1,7,2
2394,Calanthe,Triss,Undirected,1,7,2
2395,Triss,Ciri,Undirected,12,7,1
2396,Shilard,King,Undirected,1,7,2
2397,Shilard,Foltest,Undirected,2,7,1
2398,Shilard,Henselt,Undirected,1,7,2
2399,King,Foltest,Undirected,1,7,1
2400,King,Henselt,Undirected,2,7,2
2401,Foltest,Henselt,Undirected,4,7,1
2402,Henselt,King,Undirected,2,7,2
2403,Henselt,Meve,Undirected,2,7,2
2404,Henselt,Demavend,Undirected,4,7,2
2405,King,Demavend,Undirected,3,7,2
2406,Meve,Demavend,Undirected,1,7,2
2407,Meve,Henselt,Undirected,1,7,2
2408,Demavend,Henselt,Undirected,2,7,2
2409,Foltest,Demavend,Undirected,1,7,1
2410,Demavend,Cyrus,Undirected,2,7,2
2411,Demavend,Shilard,Undirected,3,7,2
2412,Cyrus,Shilard,Undirected,1,7,2
2413,Sabrina,Emhyr,Undirected,1,7,2
2414,Sabrina,Demavend,Undirected,3,7,2
2415,Sabrina,Shilard,Undirected,1,7,2
2416,Emhyr,Demavend,Undirected,2,7,2
2417,Emhyr,Shilard,Undirected,2,7,2
2418,Demavend,Assire,Undirected,3,7,2
2419,Shilard,Assire,Undirected,1,7,2
2420,Assire,Francesca,Undirected,1,7,2
2421,Sabrina,Francesca,Undirected,3,7,2
2422,Sabrina,Margarita,Undirected,2,7,2
2423,Francesca,Sabrina,Undirected,2,7,2
2424,Francesca,Margarita,Undirected,1,7,2
2425,Francesca,King,Undirected,2,7,2
2426,Sabrina,King,Undirected,1,7,2
2427,Margarita,King,Undirected,1,7,2
2428,Margarita,Demavend,Undirected,1,7,2
2429,Francesca,Demavend,Undirected,3,7,2
2430,King,Sabrina,Undirected,1,7,2
2431,King,Francesca,Undirected,1,7,2
2432,Demavend,Sabrina,Undirected,1,7,2
2433,Demavend,Francesca,Undirected,2,7,2
2434,Demavend,Philippa,Undirected,2,7,1
2435,Philippa,Demavend,Undirected,4,7,1
2436,Philippa,Assire,Undirected,1,7,1
2437,Riordain,Isengrim,Undirected,1,7,2
2438,Shilard,Baron,Undirected,4,7,2
2439,Baron,Ambassador,Undirected,1,7,2
2440,Ambassador,Shilard,Undirected,1,7,2
2441,Baron,Shilard,Undirected,2,7,2
2442,Shilard,Emhyr,Undirected,2,7,2
2443,Shilard,Demavend,Undirected,1,7,2
2444,Foltest,Meve,Undirected,2,7,1
2445,Henselt,Foltest,Undirected,1,7,1
2446,Meve,Foltest,Undirected,1,7,1
2447,Meve,Calanthe,Undirected,1,7,2
2448,Foltest,Calanthe,Undirected,1,7,1
2449,Philippa,Foltest,Undirected,1,7,1
2450,Foltest,Philippa,Undirected,1,7,1
2451,Foltest,Emhyr,Undirected,1,7,1
2452,Philippa,Emhyr,Undirected,1,7,1
2453,Emhyr,Margarita,Undirected,1,7,2
2454,Margarita,Assire,Undirected,1,7,2
2455,Triss,Vattier,Undirected,1,7,2
2456,Vattier,Emhyr,Undirected,2,7,2
2457,Vattier,Count,Undirected,2,7,2
2458,Vattier,Stefan,Undirected,1,7,2
2459,Zuleyka,Ciri,Undirected,2,7,1
2460,Zuleyka,Calanthe,Undirected,1,7,2
2461,Zuleyka,Shilard,Undirected,1,7,2
2462,Ciri,Calanthe,Undirected,1,7,1
2463,Ciri,Shilard,Undirected,1,7,1
2464,Calanthe,Shilard,Undirected,1,7,2
2465,Calanthe,Emhyr,Undirected,1,7,2
2466,Pavetta,Philippa,Undirected,1,7,1
2467,Demavend,Radovid,Undirected,1,7,2
2468,Cyrus,Radovid,Undirected,2,7,2
2469,Philippa,Radovid,Undirected,1,7,1
2470,Nenneke,Iola,Undirected,1,7,2
2471,Iola,Milo,Undirected,1,7,2
2472,Philippa,Sigismund,Undirected,1,7,1
2473,Lucienne,Jarre,Undirected,8,7,2
2474,Jarre,Lucienne,Undirected,6,7,2
2475,Two,Lucienne,Undirected,1,7,2
2476,Toruviel,Lucienne,Undirected,1,7,2
2477,Rayla,Barclay,Undirected,2,7,2
2478,Isengrim,Riordain,Undirected,1,7,2
2479,Philippa,King,Undirected,2,7,1
2480,Ciri,Beau,Undirected,1,7,1
2481,Dandelion,Beau,Undirected,2,7,1
2482,Beau,Count,Undirected,1,7,2
2483,Julia,Ciri,Undirected,1,7,1
2484,Julia,Count,Undirected,3,7,2
2485,Ciri,Count,Undirected,1,7,1
2486,Ciri,Julia,Undirected,1,7,1
2487,Count,Julia,Undirected,1,7,2
2488,Julia,Anna,Undirected,1,7,2
2489,Dandelion,Anna,Undirected,1,7,1
2490,Anna,Beau,Undirected,1,7,2
2491,Dandelion,Baron,Undirected,1,7,1
2492,Fringilla,Jan,Undirected,1,7,2
2493,Jan,Dandelion,Undirected,1,7,1
2494,Yennefer,Kelpie,Undirected,2,7,1
2495,Kelpie,Geralt,Undirected,1,7,1
2496,Kelpie,Dandelion,Undirected,1,7,1
2497,Yennefer,Triss,Undirected,10,7,1
2498,Ciri,Margarita,Undirected,2,7,1
2499,Triss,Margarita,Undirected,2,7,2
2500,Triss,Yennefer,Undirected,15,7,1
2501,Margarita,Yennefer,Undirected,2,7,1
2502,Margarita,Ciri,Undirected,1,7,1
2503,Yennefer,Philippa,Undirected,2,7,1
2504,Philippa,Ciri,Undirected,7,7,1
2505,Ciri,Francesca,Undirected,3,7,1
2506,Francesca,Yennefer,Undirected,2,7,1
2507,Francesca,Tissaia,Undirected,2,7,2
2508,Yennefer,Tissaia,Undirected,8,7,1
2509,Tissaia,Ciri,Undirected,2,7,1
2510,Emhyr,Philippa,Undirected,1,7,1
2511,Philippa,Esterad,Undirected,1,7,1
2512,Philippa,Zuleyka,Undirected,1,7,1
2513,Esterad,Zuleyka,Undirected,1,7,2
2514,Esterad,Ciri,Undirected,1,7,1
2515,Yennefer,Francesca,Undirected,1,7,1
2516,Francesca,Ciri,Undirected,2,7,1
2517,Yennefer,Margarita,Undirected,1,7,1
2518,Geralt,Margarita,Undirected,2,7,1
2519,Margarita,Geralt,Undirected,2,7,1
2520,Ciri,Sabrina,Undirected,2,7,1
2521,Sabrina,Keira,Undirected,1,7,2
2522,Sabrina,Geralt,Undirected,1,7,1
2523,Keira,Geralt,Undirected,1,7,1
2524,Keira,Yennefer,Undirected,1,7,1
2525,Geralt,Sabrina,Undirected,2,7,1
2526,Sabrina,Yennefer,Undirected,3,7,1
2527,Triss,Geralt,Undirected,1,7,1
2528,Triss,Tissaia,Undirected,1,7,2
2529,Geralt,Tissaia,Undirected,1,7,1
2530,Margarita,Tissaia,Undirected,1,7,2
2531,Tissaia,Francesca,Undirected,1,7,2
2532,Ida,Ciri,Undirected,1,7,1
2533,Assire,Ciri,Undirected,1,7,1
2534,Yennefer,Sabrina,Undirected,2,7,1
2535,Dandelion,Meve,Undirected,1,7,1
2536,Two,Dandelion,Undirected,2,7,1
2537,Two,Geralt,Undirected,2,7,1
2538,Yarpen,Zoltan,Undirected,8,7,2
2539,Zoltan,Yarpen,Undirected,5,7,2
2540,Zoltan,King,Undirected,1,7,2
2541,Yarpen,King,Undirected,3,7,2
2542,King,Zoltan,Undirected,1,7,2
2543,King,Yarpen,Undirected,1,7,2
2544,Zoltan,Percival,Undirected,1,7,2
2545,Percival,Field,Undirected,1,7,2
2546,Field,Yarpen,Undirected,1,7,2
2547,Zoltan,Regan,Undirected,1,7,2
2548,Yarpen,Eudora,Undirected,2,7,2
2549,Zoltan,Eudora,Undirected,2,7,2
2550,Eudora,Zoltan,Undirected,1,7,2
2551,Eudora,Dandelion,Undirected,1,7,1
2552,Zoltan,Dandelion,Undirected,2,7,1
2553,Yennefer,King,Undirected,1,7,1
2554,Yarpen,Geralt,Undirected,2,7,1
2555,Dandelion,Yarpen,Undirected,3,7,1
2556,Yarpen,Dandelion,Undirected,1,7,1
2557,King,Dandelion,Undirected,1,7,1
2558,Dandelion,Zoltan,Undirected,1,7,1
2559,Zoltan,Sword,Undirected,1,7,2
2560,Eskel,Geralt,Undirected,1,7,1
2561,Eskel,Vesemir,Undirected,3,7,1
2562,Eskel,Lambert,Undirected,1,7,1
2563,Geralt,Vesemir,Undirected,1,7,1
2564,Geralt,Lambert,Undirected,2,7,1
2565,Vesemir,Lambert,Undirected,2,7,1
2566,Vesemir,Eskel,Undirected,2,7,1
2567,Vesemir,Geralt,Undirected,1,7,1
2568,Lambert,Eskel,Undirected,1,7,1
2569,Lambert,Vesemir,Undirected,1,7,1
2570,Geralt,Zoltan,Undirected,1,7,1
2571,Kelpie,Yennefer,Undirected,5,7,1
2572,Triss,Kelpie,Undirected,2,7,2
2573,Tissaia,Yennefer,Undirected,3,7,1
2574,Triss,Alzur,Undirected,1,7,2
2575,Yennefer,Alzur,Undirected,1,7,1
2576,Nimue,Triss,Undirected,3,7,2
2577,Triss,Nimue,Undirected,1,7,2
2578,Dandelion,Yennefer,Undirected,2,7,1
2579,Yennefer,Dandelion,Undirected,1,7,1
2580,Dandelion,Triss,Undirected,1,7,1
2581,Kelpie,Triss,Undirected,1,7,2
2582,Ciri,Milva,Undirected,1,7,1
2583,Yennefer,Cahir,Undirected,1,7,1
2584,Yennefer,Milva,Undirected,1,7,1
2585,Yennefer,Zoltan,Undirected,1,7,1
2586,Cahir,Zoltan,Undirected,1,7,2
2587,Cahir,Triss,Undirected,1,7,2
2588,Milva,Zoltan,Undirected,1,7,2
2589,Milva,Triss,Undirected,1,7,2
2590,Milva,Lytta,Undirected,1,7,2
2591,Zoltan,Triss,Undirected,1,7,2
2592,Zoltan,Lytta,Undirected,1,7,2
2593,Zoltan,Ciri,Undirected,1,7,1
2594,Triss,Lytta,Undirected,1,7,2
2595,Lytta,Ciri,Undirected,2,7,1
2596,Lytta,Triss,Undirected,1,7,2
2597,Triss,Dandelion,Undirected,1,7,1
2598,Triss,Yarpen,Undirected,1,7,2
2599,Dandelion,Mistle,Undirected,1,7,1
